Chapter,Verse,Text_V1,Text_V2,Cambios_v1,Cambios_v2
79.0,3.0," Dieron calabrina de tus siervos comida a ave de los cielos, carne de tus buenos a alimaña de tierra.",Dieron calabrina de tus siervos comida a ave de los cielos: carne de tus buenos a alimaña de tierra.,"cielos, ⚠️",cielos: ⚠️
79.0,4.0," Vertieron su sangre como aguas, derredores de Yerusalaim, y no enterrán.","Vertieron su sangre como aguas derredores de Yerusalaim, y uo quien enterrasse.","aguas, ⚠️ | no | enterrán. ⚠️",aguas ⚠️ | enterrasse. ⚠️ | uo | quien
79.0,5.0," Fuemos repudio a nuestros vezinos, escarnio y desonrra a nuestros derredores.",Fuemos repudio a nuestros vezinos: escarnio y desonrra por nuestros derredores.,"vezinos, ⚠️ | a",vezinos: ⚠️ | por
79.0,6.0," ¿Fasta quándo, Adonay, ensañarte as para siempre? ¿encenderse a como fuego tu zelo?",Fasta quando .A. ensañarteas para siempre? encendersea como fuego tu zelo?,"¿Fasta ⚠️ | quándo, ⚠️ | Adonay, | ensañarte ⚠️ | as | ¿encenderse ⚠️ | a",Fasta ⚠️ | quando ⚠️ | ensañarteas ⚠️ | encendersea ⚠️ | .A.
79.0,7.0," Vierte tu saña sobre las gentes que no te conoscieron, y sobre reinos que en tu nombre no llamaron.","Vierte tu saña sobre las genttes que no te conoscieron, y sobre reynos: que en tu nombre no llamaron.",gentes ⚠️ | reinos ⚠️,genttes ⚠️ | reynos: ⚠️
79.0,8.0," Porque atemaron Yahacob, y su morada desolaron.",Por que atemaron Yahacob: y su morada desolaron.,"Porque | Yahacob, ⚠️",Yahacob: ⚠️ | Por | que
79.0,9.0," No miembres a nos delitos de primeros; aína nos antecipen tus piadades, porque nos empobrecimos mucho.",No miembres a nos delitos de primeros: ayna nos anticipen tus piadades: por que nos empobrecimos mucho.,"primeros; ⚠️ | aína ⚠️ | antecipen ⚠️ | piadades, ⚠️ | porque",primeros: ⚠️ | ayna ⚠️ | anticipen ⚠️ | piadades: ⚠️ | por | que
79.0,10.0," Ayúdanos, Dio de nuestra salvación, por causa de honrra de tu nombre, y escápanos y perdona sobre nuestros pecados por tu nombre.","Ayudanos .D. de nuestra salvacion por causa de honrra de tu nombre: y escapanos, y perdona a nuestros pecados por tu nombre.","Ayúdanos, ⚠️ | Dio | salvación, ⚠️ | nombre, ⚠️ | escápanos ⚠️ | sobre","Ayudanos ⚠️ | salvacion ⚠️ | nombre: ⚠️ | escapanos, ⚠️ | .D. | a"
79.0,11.0," ¿Por qué dirán las gentes: adó su Dio? Sea sabido en las gentes a nuestros ojos, vengança de sangre de tus siervos el derramado.",Por que diran las gentes ado su .D.? sea sabido en las gentes a nuestros ojos: vengança de sangre de tus siervos el derramado.,"¿Por ⚠️ | qué | dirán ⚠️ | gentes: ⚠️ | adó | Dio? | Sea | ojos, ⚠️",Por ⚠️ | diran ⚠️ | gentes ⚠️ | ojos: ⚠️ | que | ado | .D.? | sea
79.0,12.0," Venga delante ti gemido de encarcelado; como grandeza de tu braço, suelta merescedores de muerte.",Venga delante ti gemido de encarcelado: como grandeza de tu braço: suelta merescedores de muerte.,"encarcelado; ⚠️ | braço, ⚠️",encarcelado: ⚠️ | braço: ⚠️
79.0,13.0," Y torna a nuestros vezinos siete tanto a su seno, su repudio que te repudiaron, Adonay.",Y torna a nuestros vezinos siete tanto a su seno: su repudio que te repudiaron .A.,"seno, ⚠️ | repudiaron, ⚠️ | Adonay.",seno: ⚠️ | repudiaron ⚠️ | .A.
79.0,14.0," Y nos, tu pueblo, y ovejas de tu pasto, loaremos a ti para siempre; para generancio y generancio recontaremos tu loor.","Y nos tu pueblo y ovejas de tu pasto, loaremos a ti para siempre para generancio y generancio: l`econtaremos tu loor.","nos, ⚠️ | pueblo, ⚠️ | siempre; ⚠️ | generancio ⚠️ | recontaremos ⚠️",nos ⚠️ | pueblo ⚠️ | siempre ⚠️ | generancio: ⚠️ | l`econtaremos ⚠️
80.0,1.0," Al vencedor, sobre Sosanim; testimonio de Asaph, psalmo.",Al vencedor sobre Sofanim: testimonio de Asaph.,"vencedor, ⚠️ | Sosanim; ⚠️ | Asaph, ⚠️ | psalmo.",vencedor ⚠️ | Sofanim: ⚠️ | Asaph. ⚠️
80.0,2.0," Pastor de Ysrael, escucha; guián como ovejas Yoseph, están (en) los Kerubim, esclarece.","Pastor de Ysrael escucha, que guias como ovejas Yoseph: que estas (en) los Kerubim esclarece.","Ysrael, ⚠️ | escucha; ⚠️ | guián | Yoseph, ⚠️ | están | Kerubim, ⚠️","Ysrael ⚠️ | escucha, ⚠️ | Yoseph: ⚠️ | Kerubim ⚠️ | que | guias | que | estas"
80.0,3.0," Delante Ephraim, y Binyamin, y Menasseh, despierta tu barraganía, y anda para salvación a nos.",Delante Ephraim y Binyamin y Menasseh despierta tu barragania: y anda para salvacion a nos.,"Ephraim, ⚠️ | Binyamin, ⚠️ | Menasseh, ⚠️ | barraganía, ⚠️ | salvación ⚠️",Ephraim ⚠️ | Binyamin ⚠️ | Menasseh ⚠️ | barragania: ⚠️ | salvacion ⚠️
80.0,4.0," Dio, faznos tornar, y alumbra tus fazes, y seremos salvos.",.D. faznos tornar: y faze alumbrar tus fazes y seremos salvos.,"Dio, | tornar, ⚠️ | alumbra ⚠️ | fazes, ⚠️",tornar: ⚠️ | alumbrar ⚠️ | fazes ⚠️ | .D. | faze
80.0,5.0," Adonay, Dio Zebaoth, ¿fasta quándo fumearás en oración de tu pueblo?",.A.D. Cebaoth: fasta quandofumearas en oracion de tu pueblo.,"Adonay, | Dio | Zebaoth, ⚠️ | ¿fasta ⚠️ | quándo | fumearás | oración ⚠️ | pueblo? ⚠️",Cebaoth: ⚠️ | fasta ⚠️ | oracion ⚠️ | pueblo. ⚠️ | .A.D. | quandofumearas
80.0,6.0," Fezístelos comer pan de lágrima, y fezístelos bever lágrimas en medida.",Fazes los comer pan de lagrima: y fazes los bever lagrimas en medida.,"Fezístelos | lágrima, ⚠️ | fezístelos | lágrimas ⚠️",lagrima: ⚠️ | lagrimas ⚠️ | Fazes | los | fazes | los
80.0,7.0," Posístenos baraja nuestros vezinos, y nuestros enemigos escarnecen ellos.",Ponsnos baraja a nuestros vezinos; y nuestros enemigos escarnecen ellos.,"Posístenos ⚠️ | vezinos, ⚠️",Ponsnos ⚠️ | vezinos; ⚠️ | a
80.0,8.0," Dio Zebaoth, faznos tornar, y alumbra tus fazes, y seremos salvos.",.D. Cebaoth faznos tornar: y faze alumbrar tus fazes y seremos salvos.,"Dio | Zebaoth, ⚠️ | tornar, ⚠️ | alumbra ⚠️ | fazes, ⚠️",Cebaoth ⚠️ | tornar: ⚠️ | alumbrar ⚠️ | fazes ⚠️ | .D. | faze
80.0,9.0," Vid de Egypto feziste mover, desterraste gente y plantástela.",Vid de Egypto feziste mover: desterraste gente y plantastela.,"mover, ⚠️ | plantástela. ⚠️",mover: ⚠️ | plantastela. ⚠️
80.0,10.0," Escombraste delante ella, y arraigaste sus raízes, y henchió tierra.",Escombraste delante ella: y arraygaste sus rayzes y henchio tierra.,"ella, ⚠️ | arraigaste ⚠️ | raízes, ⚠️ | henchió ⚠️",ella: ⚠️ | arraygaste ⚠️ | rayzes ⚠️ | henchio ⚠️
80.0,11.0," Fueron cubiertos montes de su solombra, y sus ramos (como) alerzes altos.",Fueron cubiertos montes de su solombra: y sus ramos (como) alerzes altos.,"solombra, ⚠️",solombra: ⚠️
80.0,12.0," Embiaste sus ramos fasta mar, y a río sus ramas.",Estendia sus ramos fasta mar: y a rio sus ramas.,"Embiaste | mar, ⚠️ | río",mar: ⚠️ | Estendia | rio
80.0,13.0," ¿Por qué aportillaste sus vallados, y cogiéronla todos passantes carrera?",Por que aportillaste sus vallados: y cogieronla todos passantes carrera.,"¿Por ⚠️ | qué | vallados, ⚠️ | cogiéronla ⚠️ | carrera? ⚠️",Por ⚠️ | vallados: ⚠️ | cogieronla ⚠️ | carrera. ⚠️ | que
80.0,14.0," Rehollóla puerco de xara, y bestia de campo la pasció.",Rehollola puerco dexara; y bestia de campo la apascenta.,"Rehollóla ⚠️ | de | xara, | pasció.",Rehollola ⚠️ | dexara; | apascenta.
80.0,15.0," Dio Zebaoth, torna agora, cata de cielos y vee, y visita vid esta.",".D. Cebaoth torna agora, cata de cielos, y vee: y visita vid esta.","Dio | Zebaoth, ⚠️ | cielos ⚠️ | vee, ⚠️","Cebaoth ⚠️ | cielos, ⚠️ | vee: ⚠️ | .D."
80.0,16.0," Y planta que plantó tu derecha, y sobre ramo (que) esforçaste a ti.",Y planta que planto tu derecha: y sobre ramo (que) esforçaste a ti.,"plantó ⚠️ | derecha, ⚠️",planto ⚠️ | derecha: ⚠️
80.0,17.0," Ardida en fuego, tajada, de reprehensión de tus fazes sé deperderán.","Ardida en fuego, tajada: de reprehension de tus fazes se deperderan.","tajada, ⚠️ | reprehensión ⚠️ | sé | deperderán. ⚠️",tajada: ⚠️ | reprehension ⚠️ | deperderan. ⚠️ | se
80.0,18.0," Sea tu mano sobre varón de tu derecha, sobre hijo de hombre que esforçaste a ti.",Sea tu mano sobre varon de tu derecha: sobre hijo de hombre que esforçaste a ti.,"varón ⚠️ | derecha, ⚠️",varon ⚠️ | derecha: ⚠️
80.0,19.0," Y no nos bolveremos de ti; abiviguárnos as, y en tu nombre llamaremos.",Y no nos bolveremos de ti: abiviguarnosas y en tu nombre llamaremos.,"ti; | abiviguárnos ⚠️ | as,",abiviguarnosas ⚠️ | ti:
80.0,20.0," Adonay, Dio Zebaoth, faznos tornar, alumbra tus fazes y seremos salvos.",.A. .D. Cebaoth faznos tornar: faze alumbrar tus fases y seremos salvos.,"Adonay, | Dio | Zebaoth, ⚠️ | tornar, ⚠️ | alumbra ⚠️ | fazes ⚠️",Cebaoth ⚠️ | tornar: ⚠️ | alumbrar ⚠️ | faze ⚠️ | .A. | .D. | fases
81.0,1.0," Al vencedor, sobre el Gittith; de Asaph.",Al vencedor sobre el Gsttitk de Asaph.,"vencedor, ⚠️ | Gittith;",vencedor ⚠️ | Gsttitk
81.0,2.0," Cantad a Dio de nuestra fortaleza, aublad a Dio de Yahacob.",Cantad al .D. de nuestra fortaleza: aublad al .D. de Yahacob.,"a | Dio | fortaleza, ⚠️ | a | Dio",fortaleza: ⚠️ | al | .D. | al | .D.
81.0,3.0," Tomad psalmo, y tocad adufle, harpa suave con gayta.",Tomad psalmo y toca adufle: harpa suave con gayta.,"psalmo, ⚠️ | tocad ⚠️ | adufle, ⚠️",psalmo ⚠️ | toca ⚠️ | adufle: ⚠️
81.0,4.0," Tañed (en principio de) mes sophar, en tiempo de día de nuestra pascua.",Tañed en (principio de) mes sophar: en tiempo de dia de nuestra pascua.,"(en ⚠️ | principio ⚠️ | sophar, ⚠️ | día",en ⚠️ | (principio ⚠️ | sophar: ⚠️ | dia
81.0,5.0," Porque fuero a Ysrael él, juizio de Dio de Yahacob.",Por que fuero a Ysrael el: juizio del .D. de Yahacob.,"Porque | él, | de ⚠️ | Dio",del ⚠️ | Por | que | el: | .D.
81.0,6.0," Testimonio en Yoseph lo puso, en su salir sobre tierra de Egypto, fabla (que) no sabía entendí.",Testimonio en Yoseph lo puso: en su salir sobre tierra de Egypto: fabla (que) no sabia entendi.,"puso, ⚠️ | Egypto, ⚠️ | sabía ⚠️ | entendí. ⚠️",puso: ⚠️ | Egypto: ⚠️ | sabia ⚠️ | entendi. ⚠️
81.0,7.0," Fize quitar de carga su hombro, sus palmas de fazer ollas passaron.",Fize quitar de carga su hombro: sus palmas de fazer ollas passaron.,"hombro, ⚠️",hombro: ⚠️
81.0,8.0," En angustia llamaste, y escapéte; respondíte en encubierto de trueno, provéte sobre aguas de Meribah. Selah.",En angustia llamaste y escapete: respondite en encubierto de trueno: provete sobre aguas de Meribah: סלה.,"llamaste, ⚠️ | escapéte; ⚠️ | respondíte ⚠️ | trueno, ⚠️ | provéte ⚠️ | Meribah. ⚠️ | Selah.",llamaste ⚠️ | escapete: ⚠️ | respondite ⚠️ | trueno: ⚠️ | provete ⚠️ | Meribah: ⚠️ | סלה.
81.0,9.0," Oye mi pueblo, y faré atestiguar en ti, Ysrael si oyeres a mí.",Oye mi pueblo y fare atestiguar en ti: Ysrael si oyeres a mi.,"pueblo, ⚠️ | faré ⚠️ | ti, | mí.",pueblo ⚠️ | fare ⚠️ | ti: | mi.
81.0,10.0," No sea en ti Dio estraño, y no te humilles a Dio ageno.",No sea en ti .D. estraño: y no te humilles a .D. ageno.,"Dio | estraño, ⚠️ | Dio",estraño: ⚠️ | .D. | .D.
81.0,11.0," Yo Adonay tu Dio, el que te fize subir de tierra de Egypto; alarga tu boca, y henchirla he.",Yo .A. tu .A. el que te fize subir de tierra de Egypto: alarga tu boca y henchirlahe.,"Adonay | Dio, | Egypto; ⚠️ | boca, ⚠️ | henchirla ⚠️ | he.",Egypto: ⚠️ | boca ⚠️ | henchirlahe. ⚠️ | .A. | .A.
81.0,12.0," Y no oyó mi pueblo a mi boz, y Ysrael no quiso a mí.",Y no oyo mi pueblo a mi boz: y Ysrael no quiso a mi.,"oyó | boz, ⚠️ | mí.",boz: ⚠️ | oyo | mi.
81.0,13.0," Y embiélo en pensamiento de su coraçón, anduvieron en sus consejos.",Y embielo en pensamiento de su coraçon: anduvieron en sus consejos.,"embiélo ⚠️ | coraçón, ⚠️",embielo ⚠️ | coraçon: ⚠️
81.0,14.0," Oxalá, mi pueblo oyesse a mí, Ysrael en mis carreras anduviessen.",Oxala mi pueblo oyesse a mi: Ysrael en mis carreras anduviessen.,"Oxalá, ⚠️ | mí,",Oxala ⚠️ | mi:
81.0,15.0," Quasi sus enemigos quebrantará, y sobre sus contrarios bolvierá mi mano.",Quasi sus enemigos quebrantara: y sobre sus contrarios bolviera mi mano.,"quebrantará, ⚠️ | bolvierá ⚠️",quebrantara: ⚠️ | bolviera ⚠️
81.0,16.0," Aborrescientes de Adonay negarán a él, y será su hora para siempre.",Aborrescientes .A. negaran a el: y seria su hora para siempre.,"de | Adonay | negarán ⚠️ | él, | será",negaran ⚠️ | .A. | el: | seria
81.0,17.0," Y fízolo comer de mejoría de trigo, y de peña con miel te fartaré.",Y fizolo comer de mejoría de trigo: y de peña (con) miel te fartare.,"fízolo ⚠️ | trigo, ⚠️ | con ⚠️ | fartaré. ⚠️",fizolo ⚠️ | trigo: ⚠️ | (con) ⚠️ | fartare. ⚠️
82.0,1.0," Psalmo de Asaph. El Dio están en compaña de Dio, entre juezes juzgará.",Psalmo de Asaph.,"El | Dio | están | en | compaña | de | Dio, | entre | juezes | juzgará.",
82.0,2.0,Ver anterior,Al .D. estaa en compaña del .D.: entre jueces juzgara.,Ver | anterior,Al | .D. | estaa | en | compaña | del | .D.: | entre | jueces | juzgara.
82.0,3.0," ¿Fasta quándo juzgades tuerto, y fazes de malos rescebides? Selah.",Fasta quando juzgaredes tu erto: fazes de malos rescebiredes: סלה.,"¿Fasta ⚠️ | quándo ⚠️ | juzgades ⚠️ | tuerto, | y | rescebides? ⚠️ | Selah.",Fasta ⚠️ | quando ⚠️ | juzgaredes ⚠️ | rescebiredes: ⚠️ | tu | erto: | סלה.
82.0,4.0," Juzgad mendigo y huérfano, pobre y miserable justificad.","Juzgad mendigo, z huerfano: pobre y miserable justificad.","mendigo ⚠️ | y | huérfano, ⚠️","mendigo, ⚠️ | huerfano: ⚠️ | z"
82.0,5.0," Librad mendigo y desseoso, de mano de malos escapad.","Librad mendigo z desseoso: de mano de malos, los, escapad.","y | desseoso, ⚠️ | malos ⚠️","desseoso: ⚠️ | malos, ⚠️ | z | los,"
82.0,6.0," No supieron y no entendieron, en escuridad anduvieron, resfuyeron todos cimientos de tierra.",No saben y no entienden: en escuridad andan: son refuydos todos cimientos de tierra.,"supieron | entendieron, ⚠️ | anduvieron, | resfuyeron",entienden: ⚠️ | saben | andan: | son | refuydos
82.0,7.0," Yo dixe: ángeles vos, y hijos del alto todos vos.","Yo dixe, angeles vos: hijos del alto todos vos.","dixe: ⚠️ | ángeles ⚠️ | vos, ⚠️ | y","dixe, ⚠️ | angeles ⚠️ | vos: ⚠️"
82.0,8.0," De cierto, como hombre moriredes, y como uno de los mayorales caeredes.",Decierto como hombre moriredes: y como uno de los mayorales caeredes.,"De | cierto, ⚠️ | moriredes, ⚠️",Decierto ⚠️ | moriredes: ⚠️
82.0,9.0," Levántate Dio, juzga la tierra, porque tú heredarás en todas las gentes.",Levantate .D. juzga la tierra: por que tu heredaras en todas las gentes.,"Levántate ⚠️ | Dio, | tierra, ⚠️ | porque | tú | heredarás ⚠️",Levantate ⚠️ | tierra: ⚠️ | heredaras ⚠️ | .D. | por | que | tu
83.0,1.0," Cántico, psalmo de Asaph.","Cantico, y, psalmo de Asaph.","Cántico, ⚠️","Cantico, ⚠️ | y,"
83.0,2.0," Dio, no calles a ti; no calles y no sosiegues, Dio.","Dyo no calles a ti, no calles y no sosiegues .D.","Dio, | ti; | sosiegues, ⚠️ | Dio.","sosiegues ⚠️ | Dyo | ti, | .D."
83.0,3.0," Porque he tus enemigos rugieron, y tus aborrescientes alçaron cabeça.",Por que he tus enemigos rugen: y tus aborrescientes alçan cabeça.,"Porque | rugieron, | alçaron ⚠️",alçan ⚠️ | Por | que | rugen:
83.0,4.0," Sobre tu pueblo estuciaron secreto, y aconsejáronse sobre tus escondidos.",Contra tu pueblo estuciaron secreta: y aconsejaronse sobre tus escondidos.,"Sobre | secreto, ⚠️ | aconsejáronse ⚠️",secreta: ⚠️ | aconsejaronse ⚠️ | Contra
83.0,5.0," Dixeron: andad y tajarlos emos de gente, y no será membrado nombre de Ysrael más.","Dixeron, andad y tajarlosemos de gente, y no sea membrado nombre de Ysrael mas.",Dixeron: ⚠️ | tajarlos ⚠️ | emos | será | más. ⚠️,"Dixeron, ⚠️ | tajarlosemos ⚠️ | mas. ⚠️ | sea"
83.0,6.0," Porque fueron aconsejados de coraçón a una, sobre ti firmamiento tajaron.",Por que fueron aconsejados de coraçon auna: contra ti firmamiento tajaron.,"Porque | coraçón ⚠️ | a | una, | sobre",coraçon ⚠️ | Por | que | auna: | contra
83.0,7.0," Tiendas de Edom y Ysmaelitas, Moab y Agaritas.",Tiendas de Edon y Ysmaelitas: Moab y Agaritas.,"Edom ⚠️ | Ysmaelitas, ⚠️",Edon ⚠️ | Ysmaelitas: ⚠️
83.0,8.0," Ghebal, y Ammon y Hamalek, Peleseth con moradores de Zor.",Shebal y Ammon Hamalek: Palestina con moradores de Tyro.,"Ghebal, ⚠️ | y | Hamalek, ⚠️ | Peleseth | Zor.",Shebal ⚠️ | Hamalek: ⚠️ | Palestina | Tyro.
83.0,9.0," También Asiria fue ayuntada con ellos, fueron braço a hijos de Loth. Selah.",Tambien Asiria fue ayuntada con ellos: fueron braço a hijos de Loth: סלה.,"También ⚠️ | ellos, ⚠️ | Loth. ⚠️ | Selah.",Tambien ⚠️ | ellos: ⚠️ | Loth: ⚠️ | סלה.
83.0,10.0," Faz a ellos como Midian; como Sisra, como Yavin, en arroyo de Kison.",Faze a ellos como Midian: como Sisra como Yavin en arroyo de Kison.,"Faz ⚠️ | Midian; ⚠️ | Sisra, ⚠️ | Yavin, ⚠️",Faze ⚠️ | Midian: ⚠️ | Sisra ⚠️ | Yavin ⚠️
83.0,11.0," Fueron destruidos en Hen-Dor, fueron como estiércol de tierra.",Fueron destruydos en Hendor: fueron como estiercol de tierra.,"destruidos ⚠️ | Hen-Dor, | estiércol ⚠️",destruydos ⚠️ | estiercol ⚠️ | Hendor:
83.0,12.0," Ponlos sus caudillos como Horeb y como Zeeph, y como Zebah y como Zalmunah, todos sus señores.","Ponlos sus caudillos como Horeb, y como Zeeph: y como Zebah y como Zalmunah, todos sus señores.","Horeb ⚠️ | Zeeph, ⚠️","Horeb, ⚠️ | Zeeph: ⚠️"
83.0,13.0, Los que dixeron: heredemos a nos moradas de Dio;,Los que dixeron heredemos a nos: moradas del .D.,dixeron: ⚠️ | nos ⚠️ | de ⚠️ | Dio;,dixeron ⚠️ | nos: ⚠️ | del ⚠️ | .D.
83.0,14.0," Mi Dio, ponlos como rueda, como coscoja delante viento.",Mi .D. ponlos como rueda: como coscoja delante viento.,"Dio, | rueda, ⚠️",rueda: ⚠️ | .D.
83.0,15.0," Como fuego enciende xara, y como flama inflama montes;","Como fuego (que) enciendexara, y como flama (que) ynflama montes.","enciende ⚠️ | xara, | inflama ⚠️ | montes; ⚠️","enciendexara, ⚠️ | ynflama ⚠️ | montes. ⚠️ | (que) | (que)"
83.0,16.0," Assí los persiguirás con tu tempesta, y con tu torvellino los turbarás.",Assi los persiguiras con tu tempesta: y con tu torvellino los turbaras.,"Assí ⚠️ | persiguirás ⚠️ | tempesta, ⚠️ | turbarás. ⚠️",Assi ⚠️ | persiguiras ⚠️ | tempesta: ⚠️ | turbaras. ⚠️
83.0,17.0," Hinche sus fazes de desonrra, y buscarán tu nombre Adonay.",Hinche sus fazes de desonrra: y buscaran tu nombre .A.,"desonrra, ⚠️ | buscarán ⚠️ | Adonay.",desonrra: ⚠️ | buscaran ⚠️ | .A.
83.0,18.0,,Arregistense y turbense fasta siempre: y sean arrepudiados y deperdidos.,,Arregistense | y | turbense | fasta | siempre: | y | sean | arrepudiados | y | deperdidos.
83.0,19.0," Y sabrán que tú, tu nombre Adonay a tú solas, altíssimo sobre toda la tierra.","Y sabran que tu, tu nombre .A. a tu solas: altissimo sobre toda la tierra.","sabrán ⚠️ | tú, | Adonay | tú | solas, ⚠️ | altíssimo ⚠️","sabran ⚠️ | solas: ⚠️ | altissimo ⚠️ | tu, | .A. | tu"
84.0,1.0," Al vencedor, sobre el Gittith; de hijos de Korah, psalmo.",Al vencedor sobre Gittith de hijos de Korah psalmo.,"vencedor, ⚠️ | el | Gittith; ⚠️ | Korah, ⚠️",vencedor ⚠️ | Gittith ⚠️ | Korah ⚠️
84.0,2.0," Quán queridas tus moradas, Adonay Zebaoth.",Quan queridas tus moradas .A. Cebaoth.,"Quán ⚠️ | moradas, ⚠️ | Adonay | Zebaoth. ⚠️",Quan ⚠️ | moradas ⚠️ | Cebaoth. ⚠️ | .A.
84.0,3.0," Cobdició y también desseó mi alma a cortes de Adonay, mi coraçón y mi carne cantarán al Dio bivo.",Cobdicia y tambien dessea mi alma a cortes de .A.: mi coraçon y mi carne: cantaran al .D. bivo.,"Cobdició ⚠️ | también ⚠️ | desseó ⚠️ | Adonay, | coraçón ⚠️ | carne ⚠️ | cantarán ⚠️ | Dio",Cobdicia ⚠️ | tambien ⚠️ | dessea ⚠️ | coraçon ⚠️ | carne: ⚠️ | cantaran ⚠️ | .A.: | .D.
84.0,4.0," También páxaro falló casa, y golondrina nido a ella, (en) que pusiesse sus pollos; a tus aras Adonay Zebaoth, mi rey y mi Dio.","Tambien paxaro fallo casa, y golondrina nido a ella, (en) que pusiesse sus pollos; a tus aras .A. Cebaoth: mi rey y mi .D.","También ⚠️ | páxaro ⚠️ | falló ⚠️ | Adonay | Zebaoth, ⚠️ | Dio.",Tambien ⚠️ | paxaro ⚠️ | fallo ⚠️ | Cebaoth: ⚠️ | .A. | .D.
84.0,5.0," Bienaventurados estantes en tu casa, perpetuo te alabarán. Selah.",Bienaventurados estantes tu casa: perpetuo te alabaran: סלה.,"en | casa, ⚠️ | alabarán. ⚠️ | Selah.",casa: ⚠️ | alabaran: ⚠️ | סלה.
84.0,6.0," Bienaventurado hombre (que) fortaleza a él en ti, carreras en su coraçón.",Bienaventurado hombre (que) fortaleza a el en ti: carreras en su coraçon.,"él | ti, | coraçón. ⚠️",coraçon. ⚠️ | el | ti:
84.0,7.0," Passantes por valle de confusión, fuente lo pongan; también de bendiciones se cubra el mostrador*","Passantes por valle de confusion, fuente lo pongan: tambien de bendiciones se cubra el mostrador.*","confusión, ⚠️ | pongan; ⚠️ | también ⚠️ | mostrador* ⚠️","confusion, ⚠️ | pongan: ⚠️ | tambien ⚠️ | mostrador.* ⚠️"
84.0,8.0," Andarán de fonsado a fonsado, será aparescido al Dio en Zion.",Andara de fonsado a fonsado sera aparescido el .D. en Cion. ,"Andarán ⚠️ | fonsado, ⚠️ | será ⚠️ | al | Dio | Zion. ⚠️",Andara ⚠️ | fonsado ⚠️ | sera ⚠️ | Cion. ⚠️ | el | .D.
84.0,9.0," Adonay, Dio Zebaoth, oye mi oración; escucha, Dio de Yahacob. Selah.",.A. D. Cebaoth oye mi oracion: escucha .D. de Yahacob: סלה.,"Adonay, | Dio | Zebaoth, ⚠️ | oración; ⚠️ | escucha, ⚠️ | Dio | Yahacob. ⚠️ | Selah.",Cebaoth ⚠️ | oracion: ⚠️ | escucha ⚠️ | Yahacob: ⚠️ | .A. | D. | .D. | סלה.
84.0,10.0," Nuestro amparo vee, Dio, y cata fazes de tu ungido.","Nuestro amparo, vee .D. y cata fazes de tu ungido.","amparo ⚠️ | vee, ⚠️ | Dio,","amparo, ⚠️ | vee ⚠️ | .D."
